image,mask_id,label,occluded,polygon_index,area,visible_fraction,match_score,rebuilt
target_alley,4,pavement,1,9,169064,0.719724,1.0,False
target_alley,6,trashbin,1,11,34,0.048711,1.0,False
target_alley,7,dumpster,1,15,10893,0.553956,1.0,False
target_alley,8,building,1,16,167509,0.66725,1.0,False
target_alley,9,dumpster,1,17,8605,0.876719,1.0,False
target_alley,10,air_conditioning,0,2,9906,0.999899,1.0,False
target_alley,11,bollard,0,4,350,1.0,1.0,False
target_alley,12,fire_escape,0,5,69321,1.0,1.0,False
target_alley,13,bollard,0,6,865,1.0,1.0,False
target_alley,14,dumpsters,0,7,7554,1.0,1.0,False
target_alley,15,balcony,0,8,67930,1.0,1.0,False
target_alley,16,bikes,0,12,53179,1.0,1.0,False
target_alley,17,bollard,0,13,1334,1.0,1.0,False
target_alley,18,bollard,0,18,1975,1.0,1.0,False
target_amusementpark,1,fence,1,0,9810,0.660873,1.0,False
target_amusementpark,2,fence,1,1,2507,0.213598,1.0,False
target_amusementpark,3,bush,1,2,3541,0.827723,1.0,False
target_amusementpark,4,bushes,1,4,87202,0.811529,1.0,False
target_amusementpark,6,tent,1,7,304,0.03593,1.0,False
target_amusementpark,7,carousel,1,8,37029,0.50701,1.0,False
target_amusementpark,8,building,1,9,22742,0.453091,1.0,False
target_amusementpark,9,ferris_wheel,1,11,178212,0.929446,1.0,False
target_amusementpark,10,swing,1,12,60647,0.944437,1.0,False
target_amusementpark,11,building,1,13,9663,0.999069,1.0,False
target_amusementpark,12,bush,1,16,7682,1.0,1.0,False
target_amusementpark,13,tent,1,17,9401,0.406442,1.0,False
target_amusementpark,14,girl,0,3,1082,1.0,1.0,False
target_amusementpark,15,flower,0,14,20156,1.0,1.0,False
target_amusementpark,16,tree,0,18,24615,1.0,1.0,False
target_amusementpark,17,fence,0,19,30729,1.0,1.0,False
target_arcade,1,ceiling_light,1,0,3414,0.77963,1.0,False
target_arcade,2,skeeball,1,3,6209,1.0,1.0,False
target_arcade,3,arcade_game,1,5,10849,0.853378,1.0,False
target_arcade,4,arcade_game,1,6,12702,0.344713,1.0,False
target_arcade,5,arcade_game,1,7,7682,1.0,1.0,False
target_arcade,6,arcade_game,1,8,11976,0.663527,1.0,False
target_arcade,7,arcade_game,1,15,17310,0.388021,1.0,False
target_arcade,8,coin_machine,1,18,9634,0.656088,1.0,False
target_arcade,9,arcade_game,0,4,13316,0.974104,1.0,False
target_arcade,10,ceiling_light,0,11,810,1.0,1.0,False
target_arcade,11,arcade_game,0,13,79428,1.0,1.0,False
target_arcade,12,ceiling_light,0,14,4516,1.0,1.0,False
target_arcade,13,ceiling_light,0,16,4017,1.0,1.0,False
target_arcade,14,ceiling_light,0,17,4756,1.0,1.0,False
target_arcade,15,arcade_game,0,19,15735,1.0,1.0,False
target_arcade,16,ceiling_light,0,20,3526,1.0,1.0,False
target_arcade,17,arcade_game,0,21,14248,0.389077,1.0,False
target_arcade,18,carousel,0,22,132238,1.0,1.0,False
target_artstudio,1,desk,1,0,1921,0.046696,1.0,False
target_artstudio,2,stereo,1,34,6161,0.831893,1.0,False
target_artstudio,3,paintings,1,32,36114,0.937223,1.0,False
target_artstudio,4,window,1,30,7299,0.421713,1.0,False
target_artstudio,5,cabinet,1,29,52494,0.555886,1.0,False
target_artstudio,6,painting,1,28,7625,0.890563,1.0,False
target_artstudio,7,supplies,1,27,3706,0.887877,1.0,False
target_artstudio,8,window,1,26,15424,0.935128,1.0,False
target_artstudio,9,easel,1,21,31090,0.81067,1.0,False
target_artstudio,10,painting,1,19,6083,0.947803,1.0,False
target_artstudio,11,table,1,14,8610,0.141554,1.0,False
target_artstudio,12,painting,1,11,14962,0.720678,1.0,False
target_artstudio,13,table,1,35,24623,0.640974,1.0,False
target_artstudio,14,paintings,0,1,36164,1.0,1.0,False
target_artstudio,15,paintings,0,2,10129,1.0,1.0,False
target_artstudio,16,clock,0,36,1685,1.0,1.0,False
target_artstudio,17,supplies,0,33,51356,1.0,1.0,False
target_artstudio,18,blinds,0,31,11944,1.0,1.0,False
target_artstudio,19,painting,0,24,5818,1.0,1.0,False
target_artstudio,20,supplies,0,22,5100,0.990868,1.0,False
target_artstudio,21,door,0,20,109633,1.0,1.0,False
target_artstudio,22,brushes,0,18,8927,1.0,1.0,False
target_artstudio,23,paper,0,17,1282,0.732571,1.0,False
target_artstudio,24,paintings,0,16,11775,1.0,1.0,False
target_artstudio,25,supplies,0,12,7144,1.0,1.0,False
target_artstudio,26,lamp,0,10,1964,1.0,1.0,False
target_artstudio,27,supplies,0,8,4346,1.0,1.0,False
target_artstudio,28,paper,0,7,3658,1.0,1.0,False
target_artstudio,29,lamp,0,6,4152,0.936823,1.0,False
target_artstudio,30,stool,0,5,17504,1.0,1.0,False
target_artstudio,31,supplies,0,4,6311,1.0,1.0,False
target_artstudio,32,supplies,0,3,5910,1.0,1.0,False
target_artstudio,33,ceiling_light,0,37,2461,1.0,1.0,False
target_atticRoom,1,television_stand,1,2,27471,0.974771,1.0,False
target_atticRoom,2,chair,1,16,4369,0.389985,1.0,False
target_atticRoom,3,sofa,1,25,2676,0.658627,1.0,False
target_atticRoom,4,sofa,1,24,2049,0.407842,1.0,False
target_atticRoom,5,fan,1,20,1745,0.928191,1.0,False
target_atticRoom,6,drawer,1,19,1298,0.100808,1.0,False
target_atticRoom,7,table,1,18,5845,0.845508,1.0,False
target_atticRoom,8,mirror,1,4,5425,0.99651,1.0,False
target_atticRoom,9,drawer,1,12,4721,0.640222,1.0,False
target_atticRoom,10,bed,1,11,5804,0.604269,1.0,False
target_atticRoom,11,bed,1,6,41504,0.786597,1.0,False
target_atticRoom,12,trunk,1,5,4498,0.840276,1.0,False
target_atticRoom,13,lamp,1,26,1385,1.0,1.0,False
target_atticRoom,14,lamp,0,0,702,1.0,1.0,False
target_atticRoom,15,chair,0,1,14512,0.975138,1.0,False
target_atticRoom,16,beam,0,3,25083,0.99595,1.0,False
target_atticRoom,17,sofa,0,8,71841,1.0,1.0,False
target_atticRoom,18,chair,0,9,21991,1.0,1.0,False
target_atticRoom,19,beam,0,14,26385,1.0,1.0,False
target_atticRoom,20,lamp,0,15,2137,1.0,1.0,False
target_atticRoom,21,television,0,17,17351,1.0,1.0,False
target_atticRoom,22,trunk,0,21,2920,1.0,1.0,False
target_atticRoom,23,beam,0,22,40367,1.0,1.0,False
target_atticRoom,24,ceiling_light,0,27,653,1.0,1.0,False
target_AtticStorage,1,bin,1,0,1055,0.045842,1.0,False
target_AtticStorage,2,bin,1,17,1913,0.097077,1.0,False
target_AtticStorage,3,basket,1,30,5088,0.2269,1.0,False
target_AtticStorage,4,bin,1,29,28136,0.664886,1.0,False
target_AtticStorage,5,bin,1,28,13261,0.299528,1.0,False
target_AtticStorage,6,bin,1,27,3989,0.083836,1.0,False
target_AtticStorage,7,bin,1,26,21497,0.882544,1.0,False
target_AtticStorage,8,rack,1,22,30762,0.550462,1.0,False
target_AtticStorage,9,bin,1,21,3540,0.12868,1.0,False
target_AtticStorage,10,bin,1,20,9856,0.381188,1.0,False
target_AtticStorage,11,bin,1,19,9627,0.566727,1.0,False
target_AtticStorage,12,suitcases,1,18,20636,0.997776,1.0,False
target_AtticStorage,13,bin,1,1,562,0.065769,1.0,False
target_AtticStorage,14,suitcase,1,15,10945,0.736839,1.0,False
target_AtticStorage,15,bin,1,13,18332,0.476131,1.0,False
target_AtticStorage,16,bin,1,12,34112,0.643198,1.0,False
target_AtticStorage,17,bin,1,11,24828,1.0,1.0,False
target_AtticStorage,18,bin,1,9,20817,0.764039,1.0,False
target_AtticStorage,19,suitcase,1,7,14001,1.0,1.0,False
target_AtticStorage,20,bin,1,6,38930,0.93647,1.0,False
target_AtticStorage,21,bin,1,5,12579,0.808471,1.0,False
target_AtticStorage,22,bin,1,4,11014,0.648035,1.0,False
target_AtticStorage,23,bin,1,3,15970,0.864739,1.0,False
target_AtticStorage,24,bin,1,31,16820,0.985701,1.0,False
target_AtticStorage,25,bin,0,2,14225,1.0,1.0,False
target_AtticStorage,26,bin,0,10,10238,1.0,1.0,False
target_AtticStorage,27,window,0,14,23485,1.0,1.0,False
target_AtticStorage,28,bin,0,23,9282,1.0,1.0,False
target_AtticStorage,29,bin,0,24,2503,1.0,1.0,False
target_backyard,5,tree,1,19,72595,0.512575,1.0,False
target_backyard,6,house,1,18,171410,0.748878,1.0,False
target_backyard,7,fence,1,17,40342,0.739949,1.0,False
target_backyard,8,pavement,1,15,114969,0.344502,1.0,False
target_backyard,9,chair,1,13,7009,0.565744,1.0,False
target_backyard,10,chair,1,4,26571,0.704726,1.0,False
target_backyard,11,plant,1,12,10494,0.857984,1.0,False
target_backyard,12,rock,1,11,46120,0.864982,1.0,False
target_backyard,13,chair,1,10,8799,1.0,1.0,False
target_backyard,14,chair,1,9,29624,1.0,1.0,False
target_backyard,15,fountain,1,8,9166,0.98411,1.0,False
target_backyard,16,table,1,5,9871,0.789049,1.0,False
target_backyard,17,awning,1,22,36307,0.963843,1.0,False
target_backyard,18,plant,0,0,40514,1.0,1.0,False
target_backyard,19,hammock,0,1,67574,0.999763,1.0,False
target_backyard,20,plant,0,2,80206,1.0,1.0,False
target_backyard,21,firepit,0,6,6660,1.0,1.0,False
target_backyard,22,plant,0,7,2838,1.0,1.0,False
target_backyard,23,plant,0,16,5363,1.0,1.0,False
target_bakery,1,ingredients,1,2,3084,0.65256,1.0,False
target_bakery,2,sign,1,3,13647,0.954336,1.0,False
target_bakery,3,ceiling_light,1,7,4623,1.0,1.0,False
target_bakery,4,bread,1,12,63447,0.783132,1.0,False
target_bakery,5,toaster,1,15,348,0.177551,1.0,False
target_bakery,6,ceiling_light,1,17,3129,1.0,1.0,False
target_bakery,7,sign,0,0,13241,1.0,1.0,False
target_bakery,8,ingredients,0,1,5507,1.0,1.0,False
target_bakery,9,counter,0,4,257806,0.730387,1.0,False
target_bakery,10,cake,0,5,2533,1.0,1.0,False
target_bakery,11,toaster,0,8,19273,1.0,1.0,False
target_bakery,12,ceiling_light,0,11,6390,1.0,1.0,False
target_bakery,13,ceiling_light,0,13,7378,1.0,1.0,False
target_bakery,14,cake,0,16,1589,1.0,1.0,False
target_bakery,15,toaster,0,18,2998,1.0,1.0,False
target_bakery,16,cake,0,19,1534,1.0,1.0,False
target_bakery,17,cake,0,20,2545,1.0,1.0,False
target_bakery,18,pastries,0,21,69019,1.0,1.0,False
target_bakery,19,pastries,0,22,6390,1.0,1.0,False
target_bakery,20,cake,0,23,2895,1.0,1.0,False
target_bar,1,bar,1,7,116490,0.407523,1.0,False
target_bar,2,chairs,1,8,15667,0.586559,1.0,False
target_bar,3,fridge,1,11,77792,1.0,1.0,False
target_bar,4,chairs,1,17,50207,0.805374,1.0,False
target_bar,5,sign,1,21,201115,0.91709,1.0,False
target_bar,6,light,0,0,1092,1.0,1.0,False
target_bar,7,chairs,0,2,100442,1.0,1.0,False
target_bar,8,drinks,0,3,21992,1.0,1.0,False
target_bar,9,television,0,4,5267,1.0,1.0,False
target_bar,10,drink,0,5,9361,0.986303,1.0,False
target_bar,11,shirt,0,6,3173,1.0,1.0,False
target_bar,12,shirt,0,9,6968,1.0,1.0,False
target_bar,13,shirt,0,10,5041,1.0,1.0,False
target_bar,14,shirt,0,12,3166,1.0,1.0,False
target_bar,15,straws,0,13,1080,1.0,1.0,False
target_bar,16,straws,0,14,3055,1.0,1.0,False
target_bar,17,straws,0,15,1232,1.0,1.0,False
target_bar,18,straws,0,16,5366,1.0,1.0,False
target_bar,19,hat,0,19,1785,1.0,1.0,False
target_barn,1,mountain,1,2,34153,0.531035,1.0,False
target_barn,2,barn,1,4,129020,0.952416,1.0,False
target_barn,3,vineyard,0,1,245697,1.0,1.0,False
target_barn,4,tree,0,3,1748,1.0,1.0,False
target_bathroom,1,shelf,1,0,33888,0.973625,1.0,False
target_bathroom,2,shelf,1,4,2271,0.676295,1.0,False
target_bathroom,3,counter,1,5,172414,0.826426,1.0,False
target_bathroom,4,window,1,9,59669,0.756539,1.0,False
target_bathroom,5,towel,1,18,2394,0.992126,1.0,False
target_bathroom,6,toiletry,1,19,2956,0.617248,1.0,False
target_bathroom,7,sink,1,24,2017,0.960019,1.0,False
target_bathroom,8,mirror,1,25,22175,0.811231,1.0,False
target_bathroom,9,lamp,0,1,7353,1.0,1.0,False
target_bathroom,10,towel,0,2,19709,0.999392,1.0,False
target_bathroom,11,curtain,0,3,16248,1.0,1.0,False
target_bathroom,12,lamp,0,6,1047,1.0,1.0,False
target_bathroom,13,toiletry,0,7,1371,1.0,1.0,False
target_bathroom,14,toiletry,0,8,13478,1.0,1.0,False
target_bathroom,15,basket,0,11,21088,0.995938,1.0,False
target_bathroom,16,mirror,0,12,66001,0.999939,1.0,False
target_bathroom,17,lamp,0,14,2419,1.0,1.0,False
target_bathroom,18,cabinet,0,15,23624,1.0,1.0,False
target_bathroom,19,sink,0,20,12119,0.992872,0.992872,False
target_bathroom,20,iron,0,22,701,1.0,1.0,False
target_bathroom,21,plant,0,23,17284,1.0,1.0,False
target_beach,1,ocean,1,2,44905,0.372242,1.0,False
target_beach,2,tree,1,4,3500,0.618265,1.0,False
target_beach,3,tree,1,6,18795,0.687128,1.0,False
target_beach,4,building,1,9,3951,0.476483,1.0,False
target_beach,5,people,1,11,4682,0.480304,1.0,False
target_beach,6,tree,1,12,19239,0.840902,1.0,False
target_beach,7,building,1,15,14061,0.660917,1.0,False
target_beach,8,boardwalk,1,16,31427,0.951699,1.0,False
target_beach,9,plant,1,17,106613,0.831751,1.0,False
target_beach,10,building,0,0,15306,0.989783,1.0,False
target_beach,12,building,0,5,31382,0.999395,1.0,False
target_beach,13,flag,0,8,378,1.0,1.0,False
target_beach,14,tree,0,13,17158,0.93857,1.0,False
target_beach,16,flag,0,18,312,1.0,1.0,False
target_beach,17,sand,0,19,30383,0.944892,1.0,False
target_beach,18,tree,0,21,14903,0.906784,1.0,False
target_beach,19,sand,0,22,65822,1.0,1.0,False
target_beach,20,railroad,0,23,55226,1.0,1.0,False
target_bedroom,1,table,1,0,3357,0.219958,1.0,False
target_bedroom,2,bed,1,1,70474,0.639858,1.0,False
target_bedroom,3,plant,1,24,14403,0.449307,1.0,False
target_bedroom,4,chair,1,22,4623,0.689177,1.0,False
target_bedroom,5,chair,1,21,14606,0.704855,1.0,False
target_bedroom,6,curtain,1,18,7709,1.0,1.0,False
target_bedroom,7,rug,1,14,26027,0.530698,1.0,False
target_bedroom,8,window,1,11,22130,1.0,1.0,False
target_bedroom,9,window,1,10,28403,0.711534,1.0,False
target_bedroom,10,rug,1,6,75221,0.965759,1.0,False
target_bedroom,11,lamp,1,3,4779,1.0,1.0,False
target_bedroom,12,mirror,1,25,1966,1.0,1.0,False
target_bedroom,13,painting,0,4,7916,1.0,1.0,False
target_bedroom,14,lamp,0,5,3159,1.0,1.0,False
target_bedroom,15,nightstand,0,7,7274,1.0,1.0,False
target_bedroom,16,chandelier,0,12,12309,1.0,1.0,False
target_bedroom,17,candle,0,13,8461,1.0,1.0,False
target_bedroom,18,chair,0,15,23016,1.0,1.0,False
target_bedroom,19,curtain,0,16,3942,1.0,1.0,False
target_bedroom,20,fireplace,0,17,28883,1.0,1.0,False
target_boating_IDS01,2,ocean,1,4,23302,0.224775,1.0,False
target_boating_IDS01,3,boat,1,5,8390,0.259055,1.0,False
target_boating_IDS01,4,boat,1,6,7172,0.105885,1.0,False
target_boating_IDS01,5,dock,1,8,141439,0.708946,1.0,False
target_boating_IDS01,6,ocean,1,11,21036,0.389953,1.0,False
target_boating_IDS01,7,rope,1,12,1715,0.905969,1.0,False
target_boating_IDS01,9,boat,1,14,30436,0.377515,1.0,False
target_boating_IDS01,10,boats,1,15,73044,0.550084,1.0,False
target_boating_IDS01,11,boat,1,19,223160,0.958356,1.0,False
target_boating_IDS01,12,sign,0,1,2470,1.0,1.0,False
target_boating_IDS01,13,flag,0,2,299,1.0,1.0,False
target_boating_IDS01,14,sign,0,3,13280,1.0,1.0,False
target_boating_IDS01,15,trashcan,0,7,14816,1.0,1.0,False
target_boating_IDS01,16,sign,0,9,706,1.0,1.0,False
target_boating_IDS01,17,rope,0,16,3965,0.998741,1.0,False
target_boating_IDS01,18,chairs,0,17,21109,1.0,1.0,False
target_boating_IDS01,19,dock,0,18,39334,1.0,1.0,False
target_bridge,1,cloud,1,0,118967,0.637104,1.0,False
target_bridge,2,water,0,1,181408,0.992912,1.0,False
target_bridge,3,cloud,0,2,75883,0.994001,1.0,False
target_bridge,4,cloud,0,3,38514,1.0,1.0,False
target_bridge,5,city,0,4,37903,0.819294,1.0,False
target_bridge,6,bridge,0,6,183220,1.0,1.0,False
target_buffet,1,counter,1,19,261337,0.413149,1.0,False
target_buffet,2,food,1,1,5153,0.85357,1.0,False
target_buffet,3,food,1,2,3468,0.76354,1.0,False
target_buffet,4,food,1,3,15576,0.755713,1.0,False
target_buffet,5,food,1,11,2486,0.979511,1.0,False
target_buffet,6,food,1,17,4540,0.944063,1.0,False
target_buffet,7,person,1,21,4596,0.978914,1.0,False
target_buffet,8,person,1,22,5651,0.88063,1.0,False
target_buffet,9,bag,1,24,29697,0.998319,1.0,False
target_buffet,10,food,0,0,68470,0.958561,1.0,False
target_buffet,11,food,0,4,34918,0.999885,1.0,False
target_buffet,12,bag,0,6,41285,1.0,1.0,False
target_buffet,13,food,0,7,42147,0.993588,1.0,False
target_buffet,15,food,0,9,16521,1.0,1.0,False
target_buffet,16,food,0,10,8451,1.0,1.0,False
target_buffet,17,food,0,12,5932,1.0,1.0,False
target_buffet,18,food,0,13,49022,0.997315,1.0,False
target_buffet,19,food,0,14,9523,1.0,1.0,False
target_buffet,20,food,0,16,14474,1.0,1.0,False
target_buffet,21,bag,0,18,16338,1.0,1.0,False
target_buffet,22,sign,0,20,7770,1.0,1.0,False
target_buffet,23,food,0,23,30369,1.0,1.0,False
target_building_IDS01,1,buildings,1,11,419501,0.89343,1.0,False
target_building_IDS01,2,plant,1,0,6548,0.987185,1.0,False
target_building_IDS01,3,street,1,7,150223,0.575386,1.0,False
target_building_IDS01,4,plant,1,10,53,0.010658,1.0,False
target_building_IDS01,5,plant,1,14,629,0.651139,1.0,False
target_building_IDS01,6,plant,1,15,1353,0.975487,1.0,False
target_building_IDS01,7,bus,1,16,14533,0.739442,1.0,False
target_building_IDS01,8,bus_stop,1,17,9219,0.792964,1.0,False
target_building_IDS01,9,cone,0,1,316,1.0,1.0,False
target_building_IDS01,10,moped,0,2,3763,1.0,1.0,False
target_building_IDS01,11,clock,0,3,723,1.0,1.0,False
target_building_IDS01,12,sign,0,4,2449,1.0,1.0,False
target_building_IDS01,13,cars,0,5,48882,0.998999,1.0,False
target_building_IDS01,14,flag,0,8,366,1.0,1.0,False
target_building_IDS01,15,flag,0,9,426,1.0,1.0,False
target_building_IDS01,16,cars,0,12,87174,1.0,1.0,False
target_building_IDS01,17,plant,0,13,1553,1.0,1.0,False
target_busstop,1,tree,1,0,258,0.005883,1.0,False
target_busstop,2,building,1,6,28875,0.272383,1.0,False
target_busstop,4,sidewalk,1,9,136477,0.81064,1.0,False
target_busstop,5,busstop,0,1,334505,1.0,1.0,False
target_busstop,6,tree,0,2,9142,0.999891,0.999891,False
target_busstop,7,manhole,0,7,2779,1.0,1.0,False
target_campsite,1,cloud,1,13,1355,1.0,1.0,True
target_campsite,2,cloud,1,14,5571,0.624762,1.0,True
target_campsite,3,hill,1,23,31171,0.541191,1.0,True
target_campsite,4,hill,1,5,68523,0.767558,1.0,True
target_campsite,5,hill,1,7,28230,0.589341,1.0,True
target_campsite,6,tree,1,8,9197,0.815409,1.0,True
target_campsite,7,tree,1,16,4477,0.691002,1.0,True
target_campsite,8,tree,1,19,9372,0.850994,1.0,True
target_campsite,9,tent,1,24,187,0.080396,1.0,True
target_campsite,10,lake,1,15,27171,0.431395,1.0,True
target_campsite,11,tent,1,22,3493,0.689907,1.0,True
target_campsite,12,tent,1,11,5276,0.74268,1.0,True
target_campsite,13,cloud,0,2,5005,1.0,1.0,True
target_campsite,14,cloud,0,18,6634,1.0,1.0,True
target_campsite,15,cloud,0,12,4909,1.0,1.0,True
target_campsite,16,cloud,0,20,27366,1.0,1.0,True
target_campsite,17,cloud,0,4,6415,1.0,1.0,True
target_campsite,18,tree,0,1,5687,0.747699,1.0,True
target_campsite,19,tent,0,17,14718,1.0,1.0,True
target_campsite,20,trailer,0,9,9737,1.0,1.0,True
target_campsite,21,tent,0,10,9727,1.0,1.0,True
target_campsite,22,van,0,25,27398,1.0,1.0,True
target_canal,1,dock,1,15,191717,0.906673,1.0,True
target_canal,2,building,0,18,8500,1.0,1.0,True
target_canal,3,flag,0,7,398,0.992519,1.0,True
target_canal,4,lightpole,0,2,1122,0.838565,1.0,True
target_canal,5,boat,0,17,539,1.0,1.0,True
target_canal,6,boat,0,8,4568,1.0,1.0,True
target_canal,7,building,0,16,5993,0.992054,1.0,True
target_canal,8,building,0,3,2595,1.0,1.0,True
target_canal,9,lightpole,0,1,2499,1.0,1.0,True
target_canal,10,lightpole,0,4,1494,1.0,1.0,True
target_canal,11,lightpole,0,14,2272,0.971355,1.0,True
target_canal,12,lighthouse,0,5,5816,1.0,1.0,True
target_canal,13,lightpole,0,13,3531,1.0,1.0,True
target_canal,14,lightpole,0,10,3783,1.0,1.0,True
target_canyon,1,cloud,1,10,18548,0.932154,1.0,True
target_canyon,2,rocks,1,3,102614,0.228082,1.0,True
target_canyon,3,rocks,1,11,265403,0.79737,1.0,True
target_canyon,4,rocks,1,1,193123,0.911048,1.0,True
target_canyon,5,river,1,7,13442,0.819584,1.0,True
target_canyon,6,plant,0,2,2209,1.0,1.0,True
target_canyon,7,plant,0,9,988,1.0,1.0,True
target_canyon,8,cloud,0,13,5498,1.0,1.0,True
target_canyon,9,cloud,0,12,7937,1.0,1.0,True
target_canyon,10,plant,0,5,12444,1.0,1.0,True
target_canyon,11,plant,0,4,6051,1.0,1.0,True
target_canyon,12,rock,0,0,35657,1.0,1.0,True
target_canyon,13,rock,0,8,34519,1.0,1.0,True
target_casino,1,slot_machines,1,3,6087,0.66949,1.0,True
target_casino,2,sign,1,25,1540,0.603448,1.0,True
target_casino,3,slot_machines,1,14,5600,0.79704,1.0,True
target_casino,4,slot_machines,1,6,11301,0.988022,1.0,True
target_casino,5,slot_machines,1,4,8821,0.500539,1.0,True
target_casino,6,podium,1,16,8911,0.431546,1.0,True
target_casino,7,sign,1,7,4824,0.9969,1.0,True
target_casino,8,table,1,26,28206,0.83152,1.0,True
target_casino,9,tables,1,8,32303,0.669839,1.0,True
target_casino,10,table,1,22,30811,0.949843,1.0,True
target_casino,11,table,1,23,122625,0.909924,1.0,True
target_casino,12,ceiling_light,0,17,49741,1.0,1.0,True
target_casino,13,sign,0,18,1556,1.0,1.0,True
target_casino,14,sign,0,2,3587,1.0,1.0,True
target_casino,15,pillar,0,11,2880,1.0,1.0,True
target_casino,16,slot_machines,0,15,29830,0.977456,1.0,True
target_casino,17,screen,0,20,2659,1.0,1.0,True
target_casino,18,sign,0,12,2183,1.0,1.0,True
target_casino,19,sign,0,24,471,1.0,1.0,True
target_casino,20,slot_machine,0,9,5637,1.0,1.0,True
target_casino,21,pillar,0,1,12249,1.0,1.0,True
target_casino,22,pillar,0,13,29797,1.0,1.0,True
target_casino,23,chips,0,5,12139,1.0,1.0,True
target_castle,1,cloud,1,4,83711,0.788618,1.0,True
target_castle,2,castle,1,7,143320,0.929394,1.0,True
target_castle,3,hill,0,2,36002,1.0,1.0,True
target_castle,4,buildings,0,11,9740,1.0,1.0,True
target_castle,5,building,0,5,801,1.0,1.0,True
target_castle,6,tree,0,3,1877,1.0,1.0,True
target_cemetery,1,tombstone,1,22,2251,0.981683,1.0,True
